source,target,relation,relation_zh,evidence,source_doc,source_url,count,weight,color
work_order:JS202312190173,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202312190173,phenomenon:open_door_bad,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202312190173,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202312190189,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202312200078,phenomenon:controller_crash,HAS_FAULT_PHENOMENON,故障现象,电梯重启故障,local:xlsx,,1,1,#ea580c
work_order:JS202312200078,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,电梯重启故障,local:xlsx,,1,1,#ea580c
work_order:JS202312210181,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202312220175,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202312220175,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202312220175,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202312220175,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202312220242,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202312220350,phenomenon:emergency_stop,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202312220350,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202312220350,phenomenon:safety_chain_open,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202312230054,phenomenon:emergency_stop,HAS_FAULT_PHENOMENON,故障现象,限速器开关限制,local:xlsx,,1,1,#ea580c
work_order:JS202312230054,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,限速器开关限制,local:xlsx,,1,1,#ea580c
work_order:JS202312230054,phenomenon:safety_chain_open,HAS_FAULT_PHENOMENON,故障现象,限速器开关限制,local:xlsx,,1,1,#ea580c
work_order:JS202312230246,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,故障后自动恢复运行,local:xlsx,,1,1,#ea580c
work_order:JS202312230256,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,电气连接不可靠,local:xlsx,,1,1,#ea580c
work_order:JS202312240010,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,电梯在运行过程中出现的停电,local:xlsx,,1,1,#ea580c
work_order:JS202312240010,phenomenon:power_loss,HAS_FAULT_PHENOMENON,故障现象,电梯在运行过程中出现的停电,local:xlsx,,1,1,#ea580c
work_order:JS202312240010,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,电梯在运行过程中出现的停电,local:xlsx,,1,1,#ea580c
work_order:JS202312240152,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202312240169,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,轿门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202312240169,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,轿门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202312240169,phenomenon:open_door_bad,HAS_FAULT_PHENOMENON,故障现象,轿门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202312240169,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,轿门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202312240172,phenomenon:controller_crash,HAS_FAULT_PHENOMENON,故障现象,电气元器件（接触器、继电池、驱动器件等）失效,local:xlsx,,1,1,#ea580c
work_order:JS202312240172,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,电气元器件（接触器、继电池、驱动器件等）失效,local:xlsx,,1,1,#ea580c
work_order:JS202312240194,phenomenon:controller_crash,HAS_FAULT_PHENOMENON,故障现象,电气元器件（接触器、继电池、驱动器件等）失效,local:xlsx,,1,1,#ea580c
work_order:JS202312240194,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,电气元器件（接触器、继电池、驱动器件等）失效,local:xlsx,,1,1,#ea580c
work_order:JS202312250051,phenomenon:emergency_stop,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202312250051,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202312250051,phenomenon:safety_chain_open,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202312260115,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,装修垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202312260115,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,装修垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202312260115,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,装修垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202312260115,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,装修垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202312260145,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,电梯在运行过程中出现的停电,local:xlsx,,1,1,#ea580c
work_order:JS202312260145,phenomenon:power_loss,HAS_FAULT_PHENOMENON,故障现象,电梯在运行过程中出现的停电,local:xlsx,,1,1,#ea580c
work_order:JS202312260145,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,电梯在运行过程中出现的停电,local:xlsx,,1,1,#ea580c
work_order:JS202312270136,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202312280104,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202312280119,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202312290104,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202312300100,phenomenon:controller_crash,HAS_FAULT_PHENOMENON,故障现象,变频器失效,local:xlsx,,1,1,#ea580c
work_order:JS202312300100,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,变频器失效,local:xlsx,,1,1,#ea580c
work_order:JS202312300140,phenomenon:emergency_stop,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202312300140,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202312300140,phenomenon:safety_chain_open,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202312310012,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,野蛮搬运导致门变形，电梯无法运行,local:xlsx,,1,1,#ea580c
work_order:JS202312310012,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,野蛮搬运导致门变形，电梯无法运行,local:xlsx,,1,1,#ea580c
work_order:JS202312310012,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,野蛮搬运导致门变形，电梯无法运行,local:xlsx,,1,1,#ea580c
work_order:JS202312310012,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,野蛮搬运导致门变形，电梯无法运行,local:xlsx,,1,1,#ea580c
work_order:JS202401020058,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,厅门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401020058,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,厅门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401020058,phenomenon:open_door_bad,HAS_FAULT_PHENOMENON,故障现象,厅门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401020058,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,厅门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401020074,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401020074,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401020074,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401020074,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401020127,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,门触点失效,local:xlsx,,1,1,#ea580c
work_order:JS202401020127,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,门触点失效,local:xlsx,,1,1,#ea580c
work_order:JS202401020127,phenomenon:open_door_bad,HAS_FAULT_PHENOMENON,故障现象,门触点失效,local:xlsx,,1,1,#ea580c
work_order:JS202401020127,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,门触点失效,local:xlsx,,1,1,#ea580c
work_order:JS202401030046,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401030046,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401030046,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401030046,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401030086,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401040072,phenomenon:controller_crash,HAS_FAULT_PHENOMENON,故障现象,电梯重启故障,local:xlsx,,1,1,#ea580c
work_order:JS202401040072,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,电梯重启故障,local:xlsx,,1,1,#ea580c
work_order:JS202401050001,phenomenon:controller_crash,HAS_FAULT_PHENOMENON,故障现象,控制面板失效,local:xlsx,,1,1,#ea580c
work_order:JS202401050001,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,控制面板失效,local:xlsx,,1,1,#ea580c
work_order:JS202401050029,phenomenon:emergency_stop,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202401050029,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202401050029,phenomenon:safety_chain_open,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202401060054,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401060083,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401080024,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,缓冲器开关动作,local:xlsx,,1,1,#ea580c
work_order:JS202401090047,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401100068,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401100068,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401100068,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401100068,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401110037,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401110037,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401110037,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401110037,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401110108,phenomenon:emergency_stop,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202401110108,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202401110108,phenomenon:safety_chain_open,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202401120044,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401120085,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401120085,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401120085,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401120085,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401130094,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401130094,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401130094,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401130094,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401140059,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401150105,phenomenon:emergency_stop,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202401150105,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202401150105,phenomenon:safety_chain_open,HAS_FAULT_PHENOMENON,故障现象,安全回路断开,local:xlsx,,1,1,#ea580c
work_order:JS202401160052,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401160052,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401160052,phenomenon:open_door_bad,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401160052,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401170063,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401170105,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401180048,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401180048,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401180048,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401180048,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401180051,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401180051,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401180051,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401180051,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401190015,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401190015,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401190015,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401190015,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401190048,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,轿门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401190048,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,轿门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401190048,phenomenon:open_door_bad,HAS_FAULT_PHENOMENON,故障现象,轿门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401190048,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,轿门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401190058,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,缓冲器开关动作,local:xlsx,,1,1,#ea580c
work_order:JS202401190088,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,缓冲器开关动作,local:xlsx,,1,1,#ea580c
work_order:JS202401190095,phenomenon:emergency_stop,HAS_FAULT_PHENOMENON,故障现象,极限开关、急停开关、维修开关等传感器失效,local:xlsx,,1,1,#ea580c
work_order:JS202401190095,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,极限开关、急停开关、维修开关等传感器失效,local:xlsx,,1,1,#ea580c
work_order:JS202401190095,phenomenon:safety_chain_open,HAS_FAULT_PHENOMENON,故障现象,极限开关、急停开关、维修开关等传感器失效,local:xlsx,,1,1,#ea580c
work_order:JS202401200043,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401200061,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401200061,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401200061,phenomenon:open_door_bad,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401200061,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401200084,phenomenon:controller_crash,HAS_FAULT_PHENOMENON,故障现象,电气元器件（接触器、继电池、驱动器件等）失效,local:xlsx,,1,1,#ea580c
work_order:JS202401200084,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,电气元器件（接触器、继电池、驱动器件等）失效,local:xlsx,,1,1,#ea580c
work_order:JS202401210062,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401220017,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401220017,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401220017,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401220017,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401220045,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,野蛮搬运导致门变形，电梯无法运行,local:xlsx,,1,1,#ea580c
work_order:JS202401220045,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,野蛮搬运导致门变形，电梯无法运行,local:xlsx,,1,1,#ea580c
work_order:JS202401220045,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,野蛮搬运导致门变形，电梯无法运行,local:xlsx,,1,1,#ea580c
work_order:JS202401220045,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,野蛮搬运导致门变形，电梯无法运行,local:xlsx,,1,1,#ea580c
work_order:JS202401230125,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401230140,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,主电源开关失效,local:xlsx,,1,1,#ea580c
work_order:JS202401230140,phenomenon:power_loss,HAS_FAULT_PHENOMENON,故障现象,主电源开关失效,local:xlsx,,1,1,#ea580c
work_order:JS202401230140,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,主电源开关失效,local:xlsx,,1,1,#ea580c
work_order:JS202401240171,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,故障后自动恢复运行,local:xlsx,,1,1,#ea580c
work_order:JS202401260045,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401260045,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401260045,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401260045,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401280022,phenomenon:controller_crash,HAS_FAULT_PHENOMENON,故障现象,电气元器件（接触器、继电池、驱动器件等）失效,local:xlsx,,1,1,#ea580c
work_order:JS202401280022,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,电气元器件（接触器、继电池、驱动器件等）失效,local:xlsx,,1,1,#ea580c
work_order:JS202401280050,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,厅门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401280050,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,厅门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401280050,phenomenon:open_door_bad,HAS_FAULT_PHENOMENON,故障现象,厅门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401280050,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,厅门锁失效,local:xlsx,,1,1,#ea580c
work_order:JS202401280106,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401280106,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401280106,phenomenon:open_door_bad,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401280106,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,门机故障,local:xlsx,,1,1,#ea580c
work_order:JS202401290032,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290032,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290032,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290032,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290043,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,其他,local:xlsx,,1,1,#ea580c
work_order:JS202401290045,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290045,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290045,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290045,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290053,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290053,phenomenon:door_blocked,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290053,phenomenon:not_running,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401290053,phenomenon:trap,HAS_FAULT_PHENOMENON,故障现象,生活垃圾导致开关门受阻，电梯停止运行,local:xlsx,,1,1,#ea580c
work_order:JS202401300030,phenomenon:close_door_bad,HAS_FAULT_PHENOMENON,故障现象,厅门锁失效,local:xlsx,,1,1,#ea580c
